Model,MAE,RMSE,R2
RandomForest,15.200851371484596,21.979710152336505,0.999072490541674
XGBoost,13.868329124769213,18.556605483917533,0.9993388933978102
SVM,351.9270288398165,473.71947808721416,0.5691591151193482
